Protein,p_value,q_value,fold_change
sp|P16460|ASSY_MOUSE,0.657869466394796,1.0,-0.37459141783965444
sp|Q99K51|PLST_MOUSE,0.7076292509585054,1.0,0.12361686969803998
sp|Q03265|ATPA_MOUSE,0.8791736395092581,1.0,-0.9901962252532575
sp|Q9EQ20|MMSA_MOUSE,0.5513685291662194,1.0,-0.2729621321908493
sp|Q922D8|C1TC_MOUSE,0.4493492520901706,1.0,-0.33168681066511213
sp|P11499|HS90B_MOUSE,0.025446905308766987,1.0,0.6054219904803356
sp|P97328|KHK_MOUSE,0.5241024263449514,1.0,-0.44806166551996185
sp|Q9D819|IPYR_MOUSE,0.8969408542021711,1.0,-1.2973069892427116
sp|Q61598|GDIB_MOUSE,0.15021434912964265,1.0,0.7642246598039968
sp|Q60759|GCDH_MOUSE,0.11162551319669692,1.0,0.5666125648207394
sp|Q91V64|ISOC1_MOUSE,0.016248946534083368,0.9763948055138308,-0.23068008429206888
sp|P40142|TKT_MOUSE,0.03881520946287032,1.0,0.19185039716667163
sp|P26443|DHE3_MOUSE,0.34915174713871994,1.0,-0.02504823029600137
sp|Q91WT9|CBS_MOUSE,0.21028193651704652,1.0,-0.6117961275031712
sp|Q78JT3|3HAO_MOUSE,0.477732040304075,1.0,2.188222017629471e-05
sp|Q9D0F9|PGM1_MOUSE,0.4150635592312195,1.0,-0.18711545647053332
sp|P12710|FABPL_MOUSE,0.021407689687999408,1.0,1.8243671703059483
sp|P10639|THIO_MOUSE,0.5522194581748425,1.0,-0.015852497429133194
sp|Q9JLJ2|AL9A1_MOUSE,0.36093224474587,1.0,-0.24842329956413176
sp|E9Q4Z2|ACACB_MOUSE,0.5090024662954683,1.0,-0.6171868393102468
sp|Q9EQF5|DPYS_MOUSE,0.14398265570286947,1.0,0.3055851542072805
sp|Q60692|PSB6_MOUSE,0.0773721636066092,1.0,-0.01810036845422225
sp|Q9CQ62|DECR_MOUSE,0.4019211798747306,1.0,0.08618060697439896
sp|Q8VCN5|CGL_MOUSE,0.3581109725309277,1.0,0.3995115526439837
sp|Q99LB7|SARDH_MOUSE,0.6584244374332788,1.0,-0.17733955343721466
sp|Q9Z2X1|HNRPF_MOUSE,0.11715356918948949,1.0,-0.5001619178847676
sp|P08226|APOE_MOUSE,0.02751158576497107,1.0,2.546339804110487
sp|P19157|GSTP1_MOUSE,5.626943232420528e-05,0.017750937406741978,1.8213854856027067
sp|Q9R0P3|ESTD_MOUSE,0.902808740593589,1.0,-0.660884269400686
sp|Q64471|GSTT1_MOUSE,0.009536683865993788,0.6918027255846932,1.5382587306914752
sp|Q9WUM5|SUCA_MOUSE,0.9583003862338257,1.0,-1.454081639173686
sp|Q91ZA3|PCCA_MOUSE,0.8686216460663008,1.0,-0.3305789656275189
sp|P13707|GPDA_MOUSE,0.04381109441128135,1.0,0.2517993743673221
CON__Streptavidin,0.25471378287323454,1.0,1.6235124030204826
sp|Q8VC30|TKFC_MOUSE,0.213996841529478,1.0,-0.08641993042455436
sp|Q9DBA8|HUTI_MOUSE,0.34604561523811045,1.0,-0.03202665697021523
sp|P19639|GSTM3_MOUSE,0.11218187157963973,1.0,2.2757249092097167
sp|Q64105|SPRE_MOUSE,0.009060901132625929,0.6899540886086628,0.2263112947917373
sp|P40936|INMT_MOUSE,0.6433399547173191,1.0,-0.43813131324313764
sp|P61458|PHS_MOUSE,0.9116993681629754,1.0,-0.6816104675645434
sp|Q99PL5|RRBP1_MOUSE,0.9529315217002345,1.0,-0.713156258596161
tr|G3X9Y6|G3X9Y6_MOUSE,0.4101957381037334,1.0,0.07168249074368838
sp|Q8BH00|AL8A1_MOUSE,0.0062559781820732,0.6006399132880265,0.9481534783091164
sp|P54775|PRS6B_MOUSE,0.9047627405409702,1.0,-1.0555533205857834
sp|P28474|ADHX_MOUSE,0.7085913591740589,1.0,0.11829060096134043
sp|Q99MN9|PCCB_MOUSE,0.8578672866805253,1.0,-0.9541782255182933
sp|P10126|EF1A1_MOUSE,0.42599981815558186,1.0,-0.3247315565701598
sp|P70349|HINT1_MOUSE,0.06334804823948582,1.0,0.2896602736444578
sp|Q8BVI4|DHPR_MOUSE,0.34669134963085807,1.0,0.103075390353629
sp|Q9R0H0|ACOX1_MOUSE,0.30310215008730934,1.0,0.49909531461020223
sp|P07901|HS90A_MOUSE,0.46154315461012974,1.0,0.1744654005653429
sp|Q80XD1|CHIO_MOUSE,0.016359890236065253,0.9763948055138308,2.223435554509937
sp|O35490|BHMT1_MOUSE,0.1411756084110018,1.0,-0.20350718995060857
sp|P63038|CH60_MOUSE,0.6697902385182761,1.0,-0.47543353840433983
sp|Q9QXG4|ACSA_MOUSE,0.46390272492435425,1.0,-0.5053723860515422
sp|Q01853|TERA_MOUSE,0.09534151641537905,1.0,0.36373920669506216
sp|Q91Y97|ALDOB_MOUSE,0.9113077505807542,1.0,-0.24348961165245353
sp|O09173|HGD_MOUSE,0.03050107009107947,1.0,0.49830771219348285
sp|P08228|SODC_MOUSE,0.5459389359927194,1.0,-0.03405879456065364
sp|P38647|GRP75_MOUSE,0.12647750923417148,1.0,-0.1818061521854294
sp|Q9CWJ9|PUR9_MOUSE,0.047404919159698765,1.0,0.20166568123692308
sp|Q99K67|AASS_MOUSE,0.9820789675947559,1.0,-0.5590231979618112
sp|P35505|FAAA_MOUSE,0.07567226627569196,1.0,0.4597088383579872
sp|Q8BWU8|AT2L1_MOUSE,0.02383913524712507,1.0,0.5760322455095066
sp|Q8QZT1|THIL_MOUSE,0.8938153789564185,1.0,-0.32539351351316687
sp|P24472|GSTA4_MOUSE,3.356059312582365e-05,0.014821986798589272,6.023563039046139
sp|P48758|CBR1_MOUSE,0.03301862682739054,1.0,1.5755600963410163
CON__P13647,0.9880678654816235,1.0,-0.4190858300663791
sp|P15626|GSTM2_MOUSE,0.00024174875097636694,0.04448665907702648,3.4998881057369475
sp|P68368|TBA4A_MOUSE,0.7321886724997134,1.0,-0.4096984241800025
sp|Q9DBF1|AL7A1_MOUSE,0.18734856075208497,1.0,0.08455414116849162
sp|P35700|PRDX1_MOUSE,0.1571213748888041,1.0,0.38318351552235086
CON__P08779,0.8443198455432108,1.0,-1.6372073201861261
sp|P34914|HYES_MOUSE,0.12088950803291791,1.0,0.7996147765405988
sp|O88533|DDC_MOUSE,0.9110909680234938,1.0,-0.31375213307282124
sp|P00329|ADH1_MOUSE,1.1329943761762017e-10,2.5019265338367594e-07,0.9141638217996364
sp|Q91X34|BAAT_MOUSE,7.854285979271366e-05,0.021680211867204577,3.892152680783924
sp|Q8K010|OPLA_MOUSE,0.794108430924354,1.0,-0.8748766011506106
sp|O70325|GPX4_MOUSE,0.9295731466395359,1.0,-1.526727075296268
sp|Q9CZU6|CISY_MOUSE,0.804392502367572,1.0,-0.36129284770705183
sp|Q9CZS1|AL1B1_MOUSE,0.48197435034731906,1.0,0.10997449205107639
sp|Q9WVL0|MAAI_MOUSE,0.05037671579444759,1.0,0.5081389566765893
sp|Q9QYG0|NDRG2_MOUSE,0.36058228441139145,1.0,-0.030486213111742443
sp|P05201|AATC_MOUSE,0.6908146669097277,1.0,0.0066638475596345614
sp|P24549|AL1A1_MOUSE,0.004678170587501822,0.5256490899228009,0.9642092383019096
sp|Q02053|UBA1_MOUSE,0.5605797184877257,1.0,-0.36166073788225894
sp|P11725|OTC_MOUSE,0.23554159685132237,1.0,-0.01935413900574796
sp|Q99J08|S14L2_MOUSE,0.2550316010136293,1.0,0.055832696480379695
sp|P99029|PRDX5_MOUSE,0.2230769015731069,1.0,0.4342273429203942
sp|Q9CPY7|AMPL_MOUSE,0.4375164561032971,1.0,-0.3212692633670939
sp|Q9JMD3|STA10_MOUSE,0.012154233765172068,0.8133181121758958,0.5655733955348712
sp|P45952|ACADM_MOUSE,0.43046834385313737,1.0,-0.14059417198709312
sp|P50431|GLYC_MOUSE,0.21591072931404656,1.0,0.14697995274770292
sp|Q64516|GLPK_MOUSE,0.7601269249662238,1.0,-0.7837823890254434
sp|O88844|IDHC_MOUSE,0.021256469330717735,1.0,0.15261378102257317
sp|Q8VBT2|SDHL_MOUSE,0.679156841304408,1.0,-0.3975588363074135
sp|P09411|PGK1_MOUSE,0.44262482282483895,1.0,-0.06318029306145963
sp|P16331|PH4H_MOUSE,0.1768432766988759,1.0,0.0691439136867013
sp|P00920|CAH2_MOUSE,0.21947994833771886,1.0,1.0708117612251253
sp|P20108|PRDX3_MOUSE,0.9947516082197136,1.0,-1.7634358398300876
sp|Q8BFR5|EFTU_MOUSE,0.97153106244105,1.0,-1.3521213772138811
sp|Q8QZR5|ALAT1_MOUSE,0.9501574037730065,1.0,-0.9010001231359515
sp|Q9JII6|AK1A1_MOUSE,0.6564454340723678,1.0,0.028248151992665425
sp|Q9DBE0|CSAD_MOUSE,0.9334605826594302,1.0,-0.49108537137118535
sp|Q9DBP5|KCY_MOUSE,0.28825960574846793,1.0,-0.09184779178120728
sp|Q91ZJ5|UGPA_MOUSE,0.03540435588165301,1.0,0.4729180737759617
sp|P53657|KPYR_MOUSE,0.6394735220476432,1.0,0.07213941490352725
sp|O88569|ROA2_MOUSE,0.9332517850384279,1.0,-0.3387145804492455
sp|P06151|LDHA_MOUSE,0.3830526067552577,1.0,0.4032487348678313
sp|P08113|ENPL_MOUSE,0.14183097852673088,1.0,-0.3288061051703277
sp|Q3UV17|K22O_MOUSE,0.862859022052555,1.0,-2.0892415436617213
sp|Q80W21|GSTM7_MOUSE,2.405082402540521e-06,0.0026555028010325195,5.422142120641796
sp|P56480|ATPB_MOUSE,0.027398176472227115,1.0,0.06117450087071141
sp|P14211|CALR_MOUSE,0.9747781048058035,1.0,-1.8334019531577024
sp|P28271|ACOC_MOUSE,0.028877441083810147,1.0,0.2973349140933908
sp|Q07417|ACADS_MOUSE,0.9933898005843932,1.0,-0.3172842705606514
sp|Q9D6R2|IDH3A_MOUSE,0.7397569378515473,1.0,0.10036711326946701
sp|P63101|1433Z_MOUSE,0.9685290036432646,1.0,-0.49722813368006136
sp|Q8VCR7|ABHEB_MOUSE,0.5589308028034885,1.0,-0.10064064804658675
sp|Q9DB29|IAH1_MOUSE,0.1565561153421805,1.0,0.9564436740462359
sp|Q9DBM2|ECHP_MOUSE,0.6452881685055805,1.0,0.26115160599161846
sp|O08749|DLDH_MOUSE,0.10406166835272113,1.0,0.4821149295857506
sp|P20029|BIP_MOUSE,0.9884250976585752,1.0,-0.7128785861354544
sp|Q9Z2I8|SUCB2_MOUSE,0.6733165951002643,1.0,-0.32628437119991105
sp|P17751|TPIS_MOUSE,0.10262705507339448,1.0,0.45491688029920946
sp|Q9DCM2|GSTK1_MOUSE,0.02971047596313762,1.0,0.9110471501201454
sp|Q9CRB3|HIUH_MOUSE,0.3699714386851638,1.0,-0.09619208587728778
sp|P09103|PDIA1_MOUSE,0.033424505639785926,1.0,0.4166521829466569
sp|P68254|1433T_MOUSE,0.1273231876108833,1.0,-0.17038320534739407
sp|P55264|ADK_MOUSE,0.15521550136477255,1.0,0.1671098778020493
sp|P18760|COF1_MOUSE,0.18100997983154948,1.0,0.2277697589811775
sp|Q91XD4|FTCD_MOUSE,0.048684886910381815,1.0,0.367080128575026
sp|Q68FD5|CLH1_MOUSE,0.008089878770437393,0.6623197609789627,0.49804017431945247
sp|Q8VC12|HUTU_MOUSE,0.09240958616659595,1.0,0.40019502706067556
sp|P63017|HSP7C_MOUSE,0.16058477915453712,1.0,0.2728985082420117
sp|Q8CHT0|AL4A1_MOUSE,0.7075520594606165,1.0,-0.22308259995261764
sp|Q91VA0|ACSM1_MOUSE,0.11520702724523914,1.0,0.18193867647482995
sp|Q9DCQ2|ASPD_MOUSE,0.9481983317703502,1.0,-0.938221149347853
sp|P07724|ALBU_MOUSE,0.10091163629125435,1.0,0.7403896525262608
sp|Q9JMH6|TRXR1_MOUSE,0.6571292432527853,1.0,-0.16546956566329118
sp|P51174|ACADL_MOUSE,0.03457269965876401,1.0,0.04170911610223484
sp|P61982|1433G_MOUSE,0.14815831748456987,1.0,0.10671920778415256
sp|P35492|HUTH_MOUSE,0.033065078443256006,1.0,0.9319311351307071
sp|Q8CDN6|TXNL1_MOUSE,0.822632924330448,1.0,-0.4193089355379307
sp|Q61133|GSTT2_MOUSE,0.17070172634845435,1.0,0.7737465022946193
sp|Q9CPU0|LGUL_MOUSE,0.00014395967173240305,0.03178978908309381,1.6890294483859192
sp|Q61233|PLSL_MOUSE,0.22193976313748323,1.0,0.32940483686210875
sp|P31786|ACBP_MOUSE,0.010174336691361857,0.702106390253508,0.8879035888664516
sp|Q64442|DHSO_MOUSE,0.13787397907616253,1.0,0.4327186448808535
sp|O08601|MTP_MOUSE,0.547619800288082,1.0,0.3220069319433545
sp|Q8VCW8|ACSF2_MOUSE,0.7413597998129096,1.0,-1.3342702567128324
sp|Q61171|PRDX2_MOUSE,0.4061790237222162,1.0,-0.4627550870172575
sp|Q9DCW4|ETFB_MOUSE,0.9892125228295282,1.0,-1.0648988607988166
sp|P16015|CAH3_MOUSE,0.03061950330181538,1.0,0.1263698115124163
sp|Q64374|RGN_MOUSE,0.2158486654043574,1.0,-0.17597997240529442
sp|Q99LB2|DHRS4_MOUSE,0.68573589619102,1.0,-1.1543815120694507
sp|P50247|SAHH_MOUSE,0.1650374047268087,1.0,0.16660318260597257
sp|P25688|URIC_MOUSE,0.3235582595196546,1.0,-0.15691476963575113
sp|Q9QUM9|PSA6_MOUSE,0.0882045139639661,1.0,0.11548719774003995
sp|P27773|PDIA3_MOUSE,0.8492024219486518,1.0,-0.7242540194932083
CON__Q5D862,0.3599840200729225,1.0,0.2702293189109506
sp|Q91YI0|ARLY_MOUSE,0.009711742608834308,0.6918027255846932,0.6296789821344384
sp|P50544|ACADV_MOUSE,0.04495139052229264,1.0,0.41056596940957374
sp|Q61425|HCDH_MOUSE,0.19459199444544747,1.0,0.18839500072604698
tr|Q8BGL3|Q8BGL3_MOUSE,0.37809688692449334,1.0,-0.11626828586723104
sp|Q91X83|METK1_MOUSE,0.15889738902411077,1.0,0.32262932612777095
sp|P80317|TCPZ_MOUSE,0.7304539683665039,1.0,-0.5533529785881915
sp|Q60854|SPB6_MOUSE,0.2905068383774897,1.0,-0.08725100274269834
sp|Q9DCS2|MTL26_MOUSE,0.00010037018002244849,0.02462685722056365,2.2913248674033135
sp|P11352|GPX1_MOUSE,0.8406169049885375,1.0,-0.4369069823210047
sp|P51855|GSHB_MOUSE,0.06957552740860287,1.0,1.417038644189816
sp|P30115|GSTA3_MOUSE,1.8229714290517628e-05,0.01006390826970356,3.540641732477854
sp|O35945|AL1A7_MOUSE,0.001623989771103774,0.22123465407121626,2.3058659773740584
sp|Q8R0F9|S14L4_MOUSE,0.586728112351032,1.0,-0.2258904642644879
sp|O55029|COPB2_MOUSE,0.8922574284285343,1.0,-0.3545132980895733
sp|P47738|ALDH2_MOUSE,0.293733078170701,1.0,-0.042495026816414594
sp|Q8BGT5|ALAT2_MOUSE,0.3679035611340153,1.0,-0.11931580234074819
sp|Q91X91|NADC_MOUSE,0.23413210617658753,1.0,0.6504893491051819
sp|P62259|1433E_MOUSE,0.0227827657622234,1.0,1.1330753077041111
sp|P48036|ANXA5_MOUSE,0.4820559856644071,1.0,0.2515034933037006
sp|P07356|ANXA2_MOUSE,0.9038522682248048,1.0,-0.15949258093438168
sp|P54071|IDHP_MOUSE,0.9259186309571257,1.0,0.2035938610222754
sp|P63158|HMGB1_MOUSE,0.7142912542043538,1.0,-0.3701253083307474
sp|P11679|K2C8_MOUSE,0.6311868091960593,1.0,-1.1852818252386994
sp|Q8R164|BPHL_MOUSE,0.14513497729155608,1.0,-1.3815181639907017
sp|Q9JM76|ARPC3_MOUSE,0.2872500853831926,1.0,0.20913923795455425
sp|Q02257|PLAK_MOUSE,0.6594842563759834,1.0,0.30181286367033344
sp|Q9DCG6|PBLD1_MOUSE,0.16681423547162208,1.0,0.12089848096490297
sp|P70168|IMB1_MOUSE,0.5525890130839557,1.0,0.26117647349887285
sp|Q9JHI5|IVD_MOUSE,0.5025355090938424,1.0,0.10793442720194477
sp|Q9DBT9|M2GD_MOUSE,0.0125499725479641,0.8150995579634557,0.06427549206108486
sp|P07309|TTHY_MOUSE,0.21860544195777892,1.0,-0.2722398108635235
sp|Q60866|PTER_MOUSE,0.22960691723646873,1.0,0.3398311881325782
sp|O35660|GSTM6_MOUSE,0.00032038737979650864,0.05442254500887837,3.455174696124803
sp|P60335|PCBP1_MOUSE,0.14620854351364299,1.0,0.4099590118848564
sp|P99026|PSB4_MOUSE,0.6173532669387676,1.0,0.05260303546911279
sp|Q99KB8|GLO2_MOUSE,0.1063555758613032,1.0,0.6182759653779719
sp|Q62348|TSN_MOUSE,0.959567698052895,1.0,-1.521983819156734
sp|Q99LX0|PARK7_MOUSE,0.33312909651990685,1.0,-0.1631686986131804
sp|Q9Z2I9|SUCB1_MOUSE,0.20015491073400313,1.0,0.02982603773362295
sp|Q922E4|PCY2_MOUSE,0.9502739828661996,1.0,-0.9021325154573114
sp|Q3UEG6|AGT2_MOUSE,0.2789420358265464,1.0,0.21864575967465902
sp|Q80X90|FLNB_MOUSE,0.9147942966591958,1.0,-0.5616000944812427
sp|Q9R1P0|PSA4_MOUSE,0.6122594341923269,1.0,0.23884954370034883
sp|P11983|TCPA_MOUSE,0.6277903876483134,1.0,-0.37062539103916414
sp|P97364|SPS2_MOUSE,0.8814109353527918,1.0,-0.6555178627321805
sp|Q8VCX1|AK1D1_MOUSE,0.013353599355363423,0.8425139423693804,1.1858238960521668
sp|P47199|QOR_MOUSE,0.7533111697846643,1.0,-1.0911949871196143
sp|A3KMP2|TTC38_MOUSE,0.12108744548467225,1.0,0.41736099627266476
sp|P10518|HEM2_MOUSE,0.1850578483559722,1.0,0.38854346288901276
sp|A2AJL3|FGGY_MOUSE,0.05962610970277086,1.0,1.2718127185175359
sp|O35215|DOPD_MOUSE,0.7527004486504805,1.0,-0.34258054636214563
sp|P63028|TCTP_MOUSE,0.48923397636906507,1.0,-0.3911133570078178
sp|Q923D2|BLVRB_MOUSE,0.8758373905192985,1.0,-0.5123627270920827
sp|Q99L47|F10A1_MOUSE,0.6752256791711372,1.0,0.25615287660288644
sp|P06801|MAOX_MOUSE,0.03744907318034543,1.0,0.714499272515166
sp|Q91X44|GCKR_MOUSE,0.5421007304724648,1.0,-0.638427813041659
sp|Q91VI7|RINI_MOUSE,0.7626081909423562,1.0,-0.3650092872654369
sp|P60843|IF4A1_MOUSE,0.9271268942717018,1.0,-0.591810968278585
CON__P00761,0.8864907467858263,1.0,-0.4806517328377862
sp|Q5XJY5|COPD_MOUSE,0.38992301409841024,1.0,-0.22097434938879168
sp|O08529|CAN2_MOUSE,0.9754273526569436,1.0,-0.7311652572630744
sp|P42932|TCPQ_MOUSE,0.12496208990134829,1.0,0.8451079290372482
sp|Q93092|TALDO_MOUSE,0.8277965678724146,1.0,-0.24680511613757142
sp|Q8BH95|ECHM_MOUSE,0.11250904644419829,1.0,0.5601550885571882
sp|P47757|CAPZB_MOUSE,0.003724632497005967,0.45693846858859,0.7632546988863433
sp|P52760|RIDA_MOUSE,0.8940717882481801,1.0,0.011538781853613974
sp|Q7TMK9|HNRPQ_MOUSE,0.4749957463373561,1.0,0.38178839174868706
sp|Q99KR3|LACB2_MOUSE,0.07270753103088075,1.0,0.751947384489616
sp|P17742|PPIA_MOUSE,0.6311442187036261,1.0,-0.01844778738137176
sp|Q8K183|PDXK_MOUSE,0.2004300398826395,1.0,0.674270198873165
sp|Q9Z2V4|PCKGC_MOUSE,0.5295790265326279,1.0,0.08957541977033712
tr|A8DUK4|A8DUK4_MOUSE,0.5152592870215151,1.0,-0.20726094320470523
sp|P15105|GLNA_MOUSE,0.3192558396136893,1.0,0.18462546299083157
sp|Q9QUR6|PPCE_MOUSE,0.521995652574837,1.0,0.06721593223457845
sp|Q99MZ7|PECR_MOUSE,0.038858343656940075,1.0,1.3923657703511338
sp|O35423|SPYA_MOUSE,0.20364573185999524,1.0,0.07849476910349651
sp|Q3UZZ6|ST1D1_MOUSE,0.6395008741681443,1.0,0.1245660956324895
sp|Q99L20|GSTT3_MOUSE,0.008588726654656702,0.6773568834496891,0.8147897093059182
sp|Q9Z1Q9|SYVC_MOUSE,0.22700749921594704,1.0,-0.14220704318786778
sp|Q8CGC7|SYEP_MOUSE,0.19181255943005082,1.0,0.09474697302665325
CON__Q86YZ3,0.31711562587947945,1.0,-0.03224834722523227
sp|P16332|MUTA_MOUSE,0.07107935992119609,1.0,0.3586068117666441
sp|Q91XE0|GLYAT_MOUSE,0.8582726033840861,1.0,-0.902254049204049
sp|P61922|GABT_MOUSE,0.478770196350206,1.0,0.05902227387961112
sp|P26516|PSMD7_MOUSE,0.961682312779911,1.0,-0.7652716710476675
sp|Q78PY7|SND1_MOUSE,0.11344132538494135,1.0,1.1542431096056927
sp|P42125|ECI1_MOUSE,0.6608743332217449,1.0,-0.5214640223606878
sp|P01942|HBA_MOUSE,0.5100204073212924,1.0,-0.4132061250795601
sp|Q9CZN7|GLYM_MOUSE,0.5978862313114208,1.0,0.055140927945326844
sp|Q9D6Y7|MSRA_MOUSE,0.35681678645260656,1.0,-0.07937103977174804
sp|Q8BGQ7|SYAC_MOUSE,0.8283975982291741,1.0,-1.444399955087072
sp|Q8CG76|ARK72_MOUSE,0.16374789333386092,1.0,0.2776654967019979
sp|Q99PT1|GDIR1_MOUSE,0.34590835167743744,1.0,0.2981656964850335
sp|P46471|PRS7_MOUSE,0.40421684708115246,1.0,0.4033931763449221
sp|O08807|PRDX4_MOUSE,0.9294095052305581,1.0,0.14502046127823753
sp|Q63836|SBP2_MOUSE,0.44726193020761995,1.0,-0.801832383500928
sp|P97494|GSH1_MOUSE,0.7943787348840103,1.0,-1.2239089098271023
tr|Q80X81|Q80X81_MOUSE,0.9594824008291605,1.0,-1.2801501825395434
sp|Q91Z53|GRHPR_MOUSE,0.626383774608066,1.0,-0.10847439174762882
sp|Q9WTP6|KAD2_MOUSE,0.17713652672174016,1.0,0.09762777963354363
sp|Q9QXE0|HACL1_MOUSE,0.46279819663997235,1.0,-0.2146497734503967
sp|Q9Z0S1|BPNT1_MOUSE,0.946645157787573,1.0,-0.5756136528592108
sp|Q9EQH3|VPS35_MOUSE,0.06877901895468272,1.0,0.7070967446410386
sp|O70251|EF1B_MOUSE,0.861402448072668,1.0,-0.6907112939465829
sp|P70296|PEBP1_MOUSE,0.970135598464626,1.0,-0.30677799368186004
sp|Q3U1J4|DDB1_MOUSE,0.04554102861386561,1.0,1.005449761047445
sp|Q8CGK3|LONM_MOUSE,0.38206214681779094,1.0,0.3706734280106853
sp|O70435|PSA3_MOUSE,0.21209844371190983,1.0,-0.09668767905902165
sp|Q8QZS1|HIBCH_MOUSE,0.008098128768096464,0.6623197609789627,1.8363286029774275
sp|Q3UQ44|IQGA2_MOUSE,0.21563144172920315,1.0,0.2919485769630654
sp|G3X982|AOXC_MOUSE,0.27206710184904703,1.0,0.13610548522329444
sp|Q9D826|SOX_MOUSE,0.8048173376278097,1.0,0.13451409942747894
sp|P10630|IF4A2_MOUSE,0.5556127439695328,1.0,-1.4751703708905177
sp|P06745|G6PI_MOUSE,0.3112096871917771,1.0,0.1830727575077571
sp|P63242|IF5A1_MOUSE,0.8657285453035736,1.0,-0.9881165366771274
sp|Q60737|CSK21_MOUSE,0.00044501878414192233,0.07019353364552759,4.048124920382936
