Protein,p_value,q_value,fold_change
sp|P32288|GLNA_YEAST,0.11940250350062523,1.0,0.060021961036308635
sp|P13188|SYQ_YEAST,0.6269941105961809,1.0,0.10429389517203624
sp|P08524|FPPS_YEAST,0.823219686196935,1.0,-0.24344915663278602
sp|P32449|AROG_YEAST,0.6707415858157872,1.0,0.014468675123787023
sp|P31539|HS104_YEAST,0.7916299505380907,1.0,-0.2882529190414934
sp|P07251|ATPA_YEAST,0.016134215598055102,1.0,-0.029919001008859043
sp|P34223|UBX1_YEAST,0.7737354111083431,1.0,-0.4536983993238349
sp|Q08972|NEW1_YEAST,0.11200926071883713,1.0,-0.12056368333440576
sp|Q12402|YOP1_YEAST,0.5009325304062051,1.0,0.007126273328122323
sp|P53912|YNN4_YEAST,0.9106560541647327,1.0,-0.09993273179226018
sp|Q04067|EIF3G_YEAST,0.27921928369130433,1.0,0.016010552794349486
sp|P07264|LEUC_YEAST,0.5780765187517316,1.0,-0.17766887431633652
sp|P04147|PABP_YEAST,0.15068475644580323,1.0,-0.03029276778297365
sp|P40302|PSA6_YEAST,0.8236591352383325,1.0,-0.19878865788263694
sp|Q02892|NOG1_YEAST,0.6811355036260737,1.0,-0.39514944891834397
sp|P33442|RS3A1_YEAST,0.13917549717916292,1.0,0.08277399776037934
sp|P32264|PROB_YEAST,0.9841754654758145,1.0,-0.737066748465149
sp|P39935|IF4F1_YEAST,0.05753270055277678,1.0,0.060098565238046575
sp|P00549|KPYK1_YEAST,0.9430501892225917,1.0,-0.22828504695370724
sp|P27476|NSR1_YEAST,0.5427408403358271,1.0,0.13928539188548458
sp|P33322|CBF5_YEAST,0.528069231840023,1.0,0.012210089634403608
sp|P08417|FUMH_YEAST,0.11453197223260825,1.0,-0.0631238475279714
sp|P32377|MVD1_YEAST,0.5632491454661565,1.0,0.062260322999184936
sp|P46655|SYEC_YEAST,0.04822600781687395,1.0,0.30642117662827373
sp|P28007|GAR1_YEAST,0.07617309816935387,1.0,-0.04916756513813603
sp|P32628|RAD23_YEAST,0.7890182644960454,1.0,-0.5988585142954725
sp|P08566|ARO1_YEAST,0.02598022871475008,1.0,-0.02082708775384068
sp|P29311|BMH1_YEAST,0.949319503934218,1.0,-0.41446642946466977
sp|P04806|HXKA_YEAST,0.33112853672650605,1.0,0.350435813043374
sp|P16474|BIP_YEAST,0.07603323949069833,1.0,0.13336684175823166
sp|P53909|ADE_YEAST,0.0649360095026164,1.0,0.47140465211129445
sp|P40010|NUG1_YEAST,0.584600835445305,1.0,-0.15919287167448637
sp|P47912|LCF4_YEAST,0.3802874676593285,1.0,0.14125538669946244
sp|P51402|RL37B_YEAST,0.459930341368046,1.0,-0.18093032788028118
sp|Q08245|ZEO1_YEAST,0.7800640345732469,1.0,-0.12212762122293892
sp|P20051|PYRC_YEAST,0.2346363087571934,1.0,0.4731945906336641
sp|P02829|HSP82_YEAST,0.6354995063504889,1.0,0.11666171530301739
sp|Q12363|WTM1_YEAST,0.1555739646393409,1.0,0.18467581236042108
sp|P39676|FHP_YEAST,0.9234169124406715,1.0,-0.31244428929478524
sp|P27692|SPT5_YEAST,0.0539140660820027,1.0,-0.07014256097903145
sp|P15108|HSC82_YEAST,0.20225536375996367,1.0,0.07771516693546705
sp|P22146|GAS1_YEAST,0.4087047680103312,1.0,-0.3414893707041591
sp|P07283|PMM_YEAST,0.6723862543698,1.0,-0.27420721002506515
sp|P12709|G6PI_YEAST,0.6871574172860353,1.0,-0.01602243230883976
sp|Q12230|LSP1_YEAST,0.47355962540114405,1.0,0.14807089237090737
sp|P39522|ILV3_YEAST,0.5181103216687617,1.0,-0.3743300182172722
sp|Q12178|FCY1_YEAST,0.5811358593046001,1.0,-0.32608716225097467
sp|P39533|ACON2_YEAST,0.8766915953733756,1.0,-0.34439223927654083
sp|P21954|IDHP_YEAST,0.4369623614996322,1.0,0.1300713146733449
sp|P04802|SYDC_YEAST,0.513677150433024,1.0,0.1271147230412108
sp|P09436|SYIC_YEAST,0.08934527372803215,1.0,0.046180081486655075
sp|P42941|SERB_YEAST,0.7986166542058843,1.0,-1.1337878668995636
sp|P14020|DPM1_YEAST,0.5512749269710571,1.0,-0.21763983563211262
sp|P31373|CYS3_YEAST,0.4684638879763333,1.0,0.15033978766511882
sp|P53141|MLC1_YEAST,0.9474441665680405,1.0,-0.3574982883017106
sp|P05030|PMA1_YEAST,0.3751469161065198,1.0,0.08813236891175198
sp|P40495|LYS12_YEAST,0.23046112177131153,1.0,-0.22824757024208905
sp|Q01532|BLH1_YEAST,0.7540414728465922,1.0,-0.11845717461838383
sp|P25567|SRO9_YEAST,0.9244275275708435,1.0,-0.03665850045049801
sp|P32476|ERG1_YEAST,0.008381481631449809,1.0,0.6388472822139377
sp|P36049|EBP2_YEAST,0.04725912113222256,1.0,0.22483223603548286
sp|P37291|GLYC_YEAST,0.7142353430793866,1.0,-0.06021429041463122
P10599ups|THIO_HUMAN_UPS,0.0005516281677724411,0.1722389576395893,2.929586523729573
sp|P00830|ATPB_YEAST,0.22966683425951326,1.0,-0.17894057831797525
sp|Q03195|RLI1_YEAST,0.1089503054150441,1.0,0.09454966837702657
sp|P16861|PFKA1_YEAST,0.03130462197544236,1.0,0.2912849301182836
sp|P32074|COPG_YEAST,0.6054131417741975,1.0,-0.010469539079003498
sp|P38011|GBLP_YEAST,0.3422926751882392,1.0,0.15274968416102333
sp|P07263|SYH_YEAST,0.07304294996585917,1.0,-0.17080678951986755
sp|P15454|KGUA_YEAST,0.4334590452237793,1.0,0.1960046191424507
sp|P40825|SYA_YEAST,0.046731418453411694,1.0,0.2040149495485196
sp|P26786|RS7A_YEAST,0.15100869749101567,1.0,-0.046931600350006875
sp|P22803|TRX2_YEAST,0.021348836789317864,1.0,-0.0616013499604966
sp|P16862|PFKA2_YEAST,0.211151416783443,1.0,-0.23033771804936273
sp|P05739|RL6B_YEAST,0.8134756917577424,1.0,0.1073380485000488
sp|Q12068|GRE2_YEAST,0.858362703467724,1.0,-0.6606857048582135
sp|P32527|ZUO1_YEAST,0.8613596282397046,1.0,-0.0032380231492439293
sp|P37292|GLYM_YEAST,0.39322923683777655,1.0,-0.36417631580757065
sp|P49089|ASNS1_YEAST,0.9221488007481486,1.0,-0.12147685743721147
sp|Q07551|KAR_YEAST,0.5357256910137782,1.0,-0.42738227226232406
sp|P22203|VATE_YEAST,0.36300723811962354,1.0,-0.2301753257461329
sp|P26321|RL5_YEAST,0.13312018942012024,1.0,-0.3230868616563196
sp|P15705|STI1_YEAST,0.8454917621832405,1.0,-0.05302557137046426
sp|P25045|LCB1_YEAST,0.03378146210552419,1.0,0.7853198732305161
sp|Q03940|RUVB1_YEAST,0.11534678840069534,1.0,0.1794522927377013
sp|Q00245|RHO3_YEAST,0.5365267352836687,1.0,0.1868851603135404
sp|Q99258|RIB3_YEAST,0.4453501580213769,1.0,-0.05265496999428502
sp|Q12189|RPIA_YEAST,0.8368861185320494,1.0,-0.20009733823622344
sp|P00815|HIS2_YEAST,0.4819109584690643,1.0,-0.21869752686443275
sp|P23641|MPCP_YEAST,0.6638220062163187,1.0,-0.7593974009495024
sp|P19097|FAS2_YEAST,0.7705200599180715,1.0,-0.00718977820700418
sp|P32379|PSA5_YEAST,0.7271690432645619,1.0,0.20384741637325376
sp|P32499|NUP2_YEAST,0.6748510809814294,1.0,-0.07398978631894261
sp|P35844|KES1_YEAST,0.6594902473361915,1.0,-0.06223986585527541
sp|P06105|SC160_YEAST,0.6106027252584387,1.0,-0.024308207425369835
sp|P00817|IPYR_YEAST,0.04997279274823949,1.0,0.1813416573240076
sp|P11745|RNA1_YEAST,0.10644594258389166,1.0,0.243353059666846
sp|P36136|SHB17_YEAST,0.5093536854372951,1.0,-0.018470700301508103
sp|P28274|URA7_YEAST,0.050771301794352894,1.0,-0.021689080830342176
P02787ups|TRFE_HUMAN_UPS,1.6507135299049823e-05,0.044965987668122064,2.8254083802151144
sp|P00931|TRP_YEAST,0.4220496119450076,1.0,-0.02975187945435979
sp|P06787|CALM_YEAST,0.744896009499737,1.0,-0.05872712504428392
sp|P22137|CLH_YEAST,0.4608380944625795,1.0,-0.1421642525368325
sp|P36008|EF1G2_YEAST,0.24134047454882532,1.0,0.2642560621018625
sp|P04840|VDAC1_YEAST,0.8377763343007545,1.0,-0.016874321306153205
sp|P21734|UBC1_YEAST,0.0976979410793986,1.0,0.40728620579008545
sp|P04456|RL25_YEAST,0.7191177492319752,1.0,0.04915117778115814
sp|P22138|RPA2_YEAST,0.20340148448484494,1.0,0.4408134578044309
sp|P06169|PDC1_YEAST,0.8282137948441628,1.0,-0.4038754612066822
sp|P32589|HSP7F_YEAST,0.636463673584192,1.0,-0.05143445678289784
sp|P32802|TMN1_YEAST,0.23576380222049004,1.0,0.07827266677321543
sp|P37838|NOP4_YEAST,0.045831456873776544,1.0,0.5894896742160007
sp|P07246|ADH3_YEAST,0.5408410380062261,1.0,0.1270253563551506
sp|Q04062|RPN9_YEAST,0.9000643141370832,1.0,-0.3514189594628029
sp|P53981|YNB0_YEAST,0.6492249902789825,1.0,-0.41755875717395224
sp|P16649|TUP1_YEAST,0.9701536341868083,1.0,-0.41082382208901375
sp|P60010|ACT_YEAST,0.8879564635166078,1.0,0.022061377853798296
sp|P07259|PYR1_YEAST,0.917052082448425,1.0,-0.0484330689806545
sp|P32599|FIMB_YEAST,0.7207650400145473,1.0,-0.5755651217730631
sp|P20449|DBP5_YEAST,0.2910058188570649,1.0,0.22382012271214022
P10636-8ups|TAU_HUMAN_UPS,1.0852059219074342e-05,0.044965987668122064,2.476230267336029
sp|P36015|YKT6_YEAST,0.7787604428868657,1.0,-0.27959748833804304
P01031ups|CO5_HUMAN_UPS,0.0003324393609564749,0.14634559675783385,2.9565239061726833
sp|P00560|PGK_YEAST,0.9181355699785256,1.0,0.012126932446825691
sp|P21576|VPS1_YEAST,0.19476189779456707,1.0,0.3295602137232203
sp|P03965|CARB_YEAST,0.2056837398723134,1.0,0.10238919960157859
sp|Q12447|PAA1_YEAST,0.8501161422487257,1.0,0.017451241262135042
O00762ups|UBE2C_HUMAN_UPS,0.001707191540647223,0.41716885106114365,2.566088180338938
sp|P33399|LHP1_YEAST,0.5209312208581871,1.0,-0.4703188155972217
sp|P09440|C1TM_YEAST,0.14693912776118437,1.0,-0.7894088900121607
sp|P25694|CDC48_YEAST,0.4860125926876291,1.0,-0.4533106604718935
sp|P49367|LYS4_YEAST,0.00434811673892182,0.8727716353471533,1.450414297672105
sp|P17505|MDHM_YEAST,0.6801220624517178,1.0,0.02419091086797184
sp|P13663|DHAS_YEAST,0.011643735652109985,1.0,0.5461925431888464
sp|P41805|RL10_YEAST,0.84333052725049,1.0,-0.3500371752927899
sp|P53334|SCW4_YEAST,0.4971671120150829,1.0,0.02529764412244795
sp|P16521|EF3A_YEAST,0.5209311351301136,1.0,0.01858271774888544
sp|P10614|CP51_YEAST,0.3000147176019149,1.0,0.3556459694836027
sp|P05750|RS3_YEAST,0.9370161850483812,1.0,-0.001769283302967344
sp|P14126|RL3_YEAST,0.9207829972140048,1.0,-0.12717291024767918
sp|P38281|APD1_YEAST,0.3809219180532441,1.0,0.07834446449546295
sp|P26785|RL16B_YEAST,0.8885285273800305,1.0,-0.27484695811217924
sp|P24280|SEC14_YEAST,0.4327414780495054,1.0,-0.04994526826791049
sp|P47089|DENR_YEAST,0.8006526800349651,1.0,-0.1325578042858382
P00441ups|SODC_HUMAN_UPS,6.555612695676982e-05,0.04605542134281694,3.040244909480906
sp|P36010|NDK_YEAST,0.6442033137447484,1.0,0.09498062590862055
sp|Q05911|PUR8_YEAST,0.7588788727772791,1.0,-0.18559521021921657
sp|P05317|RLA0_YEAST,0.33489829916496705,1.0,0.03986537108452178
sp|P38288|TOS1_YEAST,0.09087104962195039,1.0,0.6422032072124431
sp|P15646|FBRL_YEAST,0.35847039741127995,1.0,-0.05889840470280916
sp|P31382|PMT2_YEAST,0.8889147945082732,1.0,-0.08920014754229773
sp|P38682|GLO3_YEAST,0.013551499723551954,1.0,0.7224904854910155
sp|P07991|OAT_YEAST,0.0027756556689049077,0.5999978586442891,0.6992303398434245
sp|P15625|SYFA_YEAST,0.9685905489473043,1.0,-0.7248566626596349
sp|P40217|EIF3I_YEAST,0.6814671595427526,1.0,-0.27769748849958753
sp|P37898|AAP1_YEAST,0.7779183628904309,1.0,-0.288292154943786
sp|P07149|FAS1_YEAST,0.8145527091614368,1.0,-0.17657616705646872
sp|P38912|IF1A_YEAST,0.19917210217841616,1.0,-0.055477380613592864
sp|P00360|G3P1_YEAST,0.9008422023844314,1.0,-0.09163712305478218
sp|P06634|DED1_YEAST,0.721191715060575,1.0,-0.01453234457656809
sp|P33331|NTF2_YEAST,0.23892939625510554,1.0,-0.038456504330592146
sp|P32352|ERG2_YEAST,0.6972286513667698,1.0,0.031943136812127904
sp|P05756|RS13_YEAST,0.634710069413117,1.0,-0.014698847430064887
sp|P32791|FRE1_YEAST,0.8173999917788036,1.0,-0.38969474428383793
sp|P38219|OLA1_YEAST,0.9851217937341172,1.0,-0.06476120439501744
sp|Q12460|NOP56_YEAST,0.6419387727620669,1.0,-0.007041123008211514
sp|P39077|TCPG_YEAST,0.005312832354380686,0.9048355003278592,0.3928103586766711
sp|P32481|IF2G_YEAST,0.7483970896161355,1.0,-0.1577699445004324
sp|P32497|EIF3C_YEAST,0.39612751391502576,1.0,-0.10196057983686226
sp|P32790|SLA1_YEAST,0.7468601933567428,1.0,-0.06401501991378981
sp|P42943|TCPH_YEAST,0.2560999469442271,1.0,-0.10791414432392799
sp|P48589|RS12_YEAST,0.6611495363055548,1.0,0.007401524640425687
sp|P31116|DHOM_YEAST,0.36939562793221936,1.0,-0.07338822225817018
sp|P26783|RS5_YEAST,0.8885543666577931,1.0,-0.7232786742034829
sp|P32263|P5CR_YEAST,0.31581638597216405,1.0,0.31242309435585935
sp|Q04697|GSF2_YEAST,0.0062173946812819235,0.9983845511795829,0.10272739926347778
sp|Q12109|SYWC_YEAST,0.05580232542803311,1.0,0.1529356450534364
sp|P40069|IMB4_YEAST,0.27335490008327273,1.0,0.09435763970883006
sp|P47068|BBC1_YEAST,0.9945700320202477,1.0,-0.5743858598999552
sp|P38879|NACA_YEAST,0.6706652341428745,1.0,0.3659373079569687
sp|P16140|VATB_YEAST,0.5139183789017838,1.0,0.09837745335902032
sp|P00924|ENO1_YEAST,0.853624873820326,1.0,-0.2112352441952353
sp|P00927|THDH_YEAST,0.8389835360082418,1.0,-0.13369523280050366
sp|P32771|FADH_YEAST,0.10966161754721755,1.0,0.26565150924446
sp|Q04947|RTN1_YEAST,0.603005920969465,1.0,0.019106613042679754
sp|P36051|MCD4_YEAST,0.028095243190359203,1.0,0.024127981639116225
sp|P49723|RIR4_YEAST,0.8865706486220801,1.0,-0.23714124846621942
sp|P00950|PMG1_YEAST,0.8847388653838181,1.0,-0.035913794831694705
sp|P00498|HIS1_YEAST,0.006175317837330651,0.9983845511795829,0.35417594906347816
sp|P07245|C1TC_YEAST,0.051497805682677415,1.0,0.1346858535055449
sp|P30624|LCF1_YEAST,0.28436509183560577,1.0,-0.19634500891499584
sp|Q03532|HAS1_YEAST,0.9235923067963321,1.0,-0.2598774991254457
sp|P33330|SERC_YEAST,0.9186396861546766,1.0,-0.22610001542642819
sp|P39015|STM1_YEAST,0.8193884960732218,1.0,-0.20026400861190322
sp|P07274|PROF_YEAST,0.34940674087608975,1.0,0.25366141642701834
sp|P21524|RIR1_YEAST,0.9379471239445152,1.0,-0.05391802022222455
sp|P25443|RS2_YEAST,0.42811023901443684,1.0,0.24253462878816875
sp|P43603|LSB3_YEAST,0.3165440761536087,1.0,0.0621612038109749
sp|P14906|SEC63_YEAST,0.557324364495157,1.0,-0.2844158626056901
sp|P29547|EF1G1_YEAST,0.0018866480729691493,0.42413913553377103,0.5932259332138626
sp|P40518|ARPC5_YEAST,0.14980644508553595,1.0,0.17250019267461525
sp|P17536|TPM1_YEAST,0.4577583780598047,1.0,0.00427854912706454
sp|P29453|RL8B_YEAST,0.11695174143049941,1.0,-0.06501654791849454
sp|Q08954|YP199_YEAST,0.20197675573508195,1.0,0.3948752699556106
sp|Q12458|YPR1_YEAST,0.3007058337760324,1.0,-0.030420704781249697
sp|P40482|SEC24_YEAST,0.15619694877558596,1.0,-0.3647975150135775
sp|P39976|DLD3_YEAST,0.45484040179589436,1.0,0.01132642706436684
sp|P45978|SCD6_YEAST,0.9734051666384097,1.0,-0.32002783125141265
sp|Q12207|NCE2_YEAST,0.7359719897122441,1.0,-1.0958289904749545
sp|P05453|ERF3_YEAST,0.42050851863354494,1.0,-0.18486559710049683
sp|P47120|DOHH_YEAST,0.6916490211033544,1.0,-0.043843228473248175
sp|P32582|CBS_YEAST,0.9534000052988427,1.0,-0.21152600071811167
sp|P37303|GLY1_YEAST,0.7758499836680032,1.0,-0.5458017064271623
sp|P38787|PANE_YEAST,0.2667212102116214,1.0,-0.0031894353317483137
sp|P39105|PLB1_YEAST,0.43089979692644675,1.0,0.303215441479292
sp|Q12314|SFM1_YEAST,0.9751432403439388,1.0,-0.011101332928171578
sp|Q08971|YP225_YEAST,0.7481336155533275,1.0,0.23114591271574328
sp|P04076|ARLY_YEAST,0.041375340374828484,1.0,0.0015393857657599597
sp|P39954|SAHH_YEAST,0.8528015535924244,1.0,0.017897727079310588
sp|P41911|GPD2_YEAST,0.9507597046821603,1.0,-0.625691106688769
sp|P0CS90|HSP77_YEAST,0.4484797809366248,1.0,-0.00837219506689885
sp|P04801|SYTC_YEAST,0.857209620663199,1.0,-0.20887826292791006
sp|P16120|THRC_YEAST,0.023043553037190374,1.0,0.22751164256501846
sp|P32386|YBT1_YEAST,0.04967865371530154,1.0,0.4542960908190872
sp|P38701|RS20_YEAST,0.09391298519229838,1.0,0.0664918432812025
sp|P53914|NAT10_YEAST,0.13817385840230878,1.0,0.15081942835779535
sp|P06103|EIF3B_YEAST,0.22286026912627963,1.0,0.0797476342398891
sp|Q05506|SYRC_YEAST,0.2271248779073648,1.0,-0.23561156413867834
sp|P53834|HCH1_YEAST,0.5284329462564822,1.0,0.010744384427903597
sp|P14832|CYPH_YEAST,0.13344945744532757,1.0,0.0013910501900967394
sp|Q06106|MRD1_YEAST,0.23894046103721156,1.0,0.3576461953350485
sp|P01120|RAS2_YEAST,0.4393478258400173,1.0,0.09286522461391833
sp|P38061|RL32_YEAST,0.035417526839633,1.0,0.37140190328286543
sp|Q08962|NIP7_YEAST,0.12146493847865603,1.0,1.180044254338835
sp|P34167|IF4B_YEAST,0.0004227172658155379,0.16683210905541443,0.3657860172124245
sp|P25294|SIS1_YEAST,0.5759470339884438,1.0,0.05073957817795508
sp|P48570|HOSC_YEAST,0.36073969570036507,1.0,0.22333234491944687
sp|P13586|ATC1_YEAST,0.9769592788846363,1.0,-1.3175378426019417
sp|Q06440|CORO_YEAST,0.2770833369509391,1.0,-0.09769346710292393
sp|P38248|ECM33_YEAST,0.16324097979830185,1.0,0.26448759323752213
sp|P38688|SRP72_YEAST,0.6415373567623484,1.0,0.20293818676015044
sp|P14120|RL30_YEAST,0.7699627620624919,1.0,-0.21631168835644488
sp|Q01560|NOP3_YEAST,0.6010087025033091,1.0,-0.21002625301685995
sp|P16387|ODPA_YEAST,0.7855321719453168,1.0,-0.5053664327197064
sp|P07702|LYS2_YEAST,0.8623828933037998,1.0,-1.0267766625715793
sp|P40413|TCPE_YEAST,0.005178254214296151,0.9048355003278592,0.525869611429241
sp|P10592|HSP72_YEAST,0.5343770001140253,1.0,0.04033500532469451
sp|P38250|IST2_YEAST,0.16839937216562653,1.0,0.5005584167682002
P01127ups|PDGFB_HUMAN_UPS,4.800405539174995e-05,0.044965987668122064,3.087804763792992
sp|P00925|ENO2_YEAST,0.9673838122176354,1.0,-0.06755746424228964
sp|P16603|NCPR_YEAST,0.03443655926183698,1.0,0.2803745745666613
sp|P25296|CANB_YEAST,0.6904273848081768,1.0,0.02432590195554951
sp|P38205|NCL1_YEAST,0.1317954194677597,1.0,0.0297096506555378
sp|P38625|GUAA_YEAST,0.04283905545442431,1.0,0.18020874866332295
sp|P07806|SYV_YEAST,0.4667823212084639,1.0,-0.06415302039466515
sp|P10659|METK1_YEAST,0.09110285121442739,1.0,-0.07800254429514315
sp|P41277|GPP1_YEAST,0.7060178269494881,1.0,-0.5263842019644029
sp|P38009|PUR92_YEAST,0.6501318340227783,1.0,-0.11025055239179657
sp|P54839|HMCS_YEAST,0.6848969645001164,1.0,-0.02947635130660231
sp|P15891|ABP1_YEAST,0.028904938813266747,1.0,0.2460354498173731
sp|P32445|RIM1_YEAST,0.24905810896728478,1.0,0.10154248100187384
sp|P40893|REE1_YEAST,0.7208343907229605,1.0,-0.33810671151871974
sp|P49167|RL38_YEAST,0.8669502167092689,1.0,-0.14021361116242162
sp|P49626|RL4B_YEAST,0.9829080597321246,1.0,0.026438385499890416
sp|P19414|ACON_YEAST,0.691399868447024,1.0,-0.16672470996609465
P02753ups|RETBP_HUMAN_UPS,0.0016762473085675923,0.41716885106114365,1.8268798290006103
sp|P38431|IF5_YEAST,0.3488030006635173,1.0,-0.12951303494986882
sp|Q01855|RS15_YEAST,0.22863284088207003,1.0,-0.13068570340192132
sp|P32563|VPH1_YEAST,0.5222604652458273,1.0,-1.2277860185055094
sp|P32861|UGPA1_YEAST,0.19771000460560248,1.0,-0.009305356295574845
sp|P33302|PDR5_YEAST,0.6720835060819712,1.0,0.03267288599127108
sp|P39078|TCPD_YEAST,0.10407726022678614,1.0,-0.06155212868370027
sp|P25382|NLE1_YEAST,0.061194929925334984,1.0,0.7890603133681422
sp|Q06631|BFR2_YEAST,0.07539099275504216,1.0,-0.0840854013606549
sp|P34241|URB1_YEAST,0.20296479438358872,1.0,0.05375603304489829
sp|P19454|CSK22_YEAST,0.45925663015254603,1.0,-0.17289456068383746
sp|P36421|SYYC_YEAST,0.4234684859716198,1.0,-0.2933646313912983
sp|P53295|RBG2_YEAST,0.26373442059365804,1.0,0.10779453423835283
sp|P07560|SEC4_YEAST,0.9896878496733383,1.0,-0.3569831710427023
sp|P43555|EMP47_YEAST,0.8099573370723364,1.0,-0.03851293131749056
sp|Q12176|MAK21_YEAST,0.8249481932413687,1.0,-0.6346934648141165
sp|P23585|HXT2_YEAST,0.6753600877248,1.0,-0.19701460404492588
sp|P52553|PFD6_YEAST,0.04110341864477305,1.0,-0.04896296254249943
sp|P00330|ADH1_YEAST,0.9603673607336332,1.0,-0.37674675207913966
sp|P07278|KAPR_YEAST,0.7921879892042787,1.0,-0.3071381735708936
sp|P53731|ARPC2_YEAST,0.8505778467353022,1.0,0.0738029252858432
sp|P24276|SSD1_YEAST,0.8017338549973085,1.0,0.08374865905952689
sp|P00899|TRPE_YEAST,0.2679323312294648,1.0,-0.03874331533345665
sp|P22147|XRN1_YEAST,0.015663570908168015,1.0,-0.0235037864758727
sp|P40531|GVP36_YEAST,0.8935700870678314,1.0,-0.1320215972742087
sp|P40319|ELO3_YEAST,0.5790376588564471,1.0,0.03576838231442636
sp|Q06505|IWS1_YEAST,0.4493556629286599,1.0,-0.2661466937637694
sp|P15303|SEC23_YEAST,0.22079729085989264,1.0,0.0437373096225261
sp|P40037|HMF1_YEAST,0.07251467845802799,1.0,-0.16679918528952697
sp|P38911|FKBP3_YEAST,0.9981591891099497,1.0,-0.33373744887479617
sp|P32521|PAN1_YEAST,0.03833650609572735,1.0,1.0541384453876264
sp|P27614|CBPS_YEAST,0.1173259579763595,1.0,0.17800831620955235
sp|P14904|AMPL_YEAST,0.6475046973172084,1.0,-0.22949817501305825
